id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
c57e7ef5-f8a6-47df-b90a-e707a749a1ec,AUV Path learning for 2d,training the PPO model2d,N/A,2024-05-22 11:53:18,12628.516849040985,0.05752813458192243,0.03281824751935303,"AMD Ryzen 7 5800H with Radeon Graphics/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,SA/Mecca Region,0
