id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
c8d2e9b7-e8c9-4dff-810f-8559e732c361,AUV Path learning for 3d,training the PPO model2d,,2024-05-25 19:02:34,3732.8065917491913,0.0187529932483158,0.0106980763173464,"AMD Ryzen 7 5800H with Radeon Graphics/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,SA/Mecca Region,0
a8bdd262-50c0-488e-8241-f2c7e683b008,AUV Path learning for 3d,training the PPO model2d,,2024-05-25 20:20:21,3571.687074899673,0.018941405925587,0.0108055606625874,"AMD Ryzen 7 5800H with Radeon Graphics/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,SA/Mecca Region,0
e29d18d7-deb1-4866-98ed-3f7c07cf910b,AUV Path learning for 3d,training the PPO model2d,N/A,2024-05-26 09:28:27,3401.9050509929657,0.017466323995453923,0.009964066248658584,"AMD Ryzen 7 5800H with Radeon Graphics/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,SA/Mecca Region,0
