id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
93a66415-9a02-490b-9886-aa5b8a48dcb0,AUV Path learning,training the PPO model,N/A,2024-04-30 10:33:12,891.9268198013306,0.004054304335545672,0.0023128711572117456,"AMD Ryzen 7 5800H with Radeon Graphics/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,SA/Mecca Region,0
