Wall time,Step,Value
1712237580.637586,256,-1428.0
1712237582.0819826,512,-1337.239990234375
1712237583.2443218,768,-1351.4000244140625
1712237585.03275,1024,-1405.43994140625
1712237586.2494636,1280,-1387.9832763671875
1712237588.0028,1536,-1399.4932861328125
1712237589.1171892,1792,-1401.0235595703125
1712237590.7220001,2048,-1382.18994140625
1712237591.7914164,2304,-1391.391357421875
1712237593.3791444,2560,-1413.2320556640625
1712237594.4611294,2816,-1414.728515625
1712237596.1144364,3072,-1411.546630859375
1712237597.3287842,3328,-1410.8121337890625
1712237599.0067627,3584,-1410.988525390625
1712237600.036702,3840,-1407.16845703125
1712237601.8095894,4096,-1400.885009765625
1712237602.786454,4352,-1393.0418701171875
1712237604.4253626,4608,-1392.8565673828125
1712237605.4271193,4864,-1387.558349609375
1712237607.164914,5120,-1387.0078125
1712237608.2339928,5376,-1388.588623046875
1712237610.0151687,5632,-1379.30712890625
1712237611.0168617,5888,-1376.4586181640625
1712237612.5531127,6144,-1378.8360595703125
1712237613.6648784,6400,-1380.918701171875
1712237615.2990246,6656,-1378.736328125
1712237616.3881726,6912,-1380.31591796875
1712237618.006017,7168,-1378.98876953125
1712237619.1344965,7424,-1379.91357421875
1712237620.7596824,7680,-1386.023681640625
1712237621.8005745,7936,-1388.615234375
1712237623.4538677,8192,-1389.8172607421875
1712237624.57581,8448,-1388.531005859375
1712237626.1829102,8704,-1382.586181640625
1712237627.352361,8960,-1385.4224853515625
1712237629.1664777,9216,-1382.723876953125
1712237630.3914132,9472,-1379.9383544921875
1712237632.072695,9728,-1377.9566650390625
1712237633.3116798,9984,-1376.389892578125
1712237635.1730568,10240,-1372.407958984375
1712237636.4272702,10496,-1366.699951171875
1712237638.1662436,10752,-1365.6099853515625
1712237639.9370334,11008,-1357.8699951171875
1712237641.0983224,11264,-1358.553955078125
1712237642.835068,11520,-1351.498046875
1712237644.0719264,11776,-1346.593994140625
1712237645.7809992,12032,-1347.91796875
1712237646.9474325,12288,-1342.9420166015625
1712237648.7533965,12544,-1334.218017578125
1712237649.9436166,12800,-1330.8780517578125
1712237651.5063329,13056,-1329.1300048828125
1712237652.640185,13312,-1324.491943359375
1712237654.4335406,13568,-1320.7099609375
1712237655.6570702,13824,-1314.43994140625
1712237657.5057163,14080,-1314.8299560546875
1712237658.7227228,14336,-1316.0159912109375
1712237660.5112765,14592,-1316.1739501953125
1712237661.5102196,14848,-1317.2939453125
1712237663.1370354,15104,-1313.416015625
1712237664.2590654,15360,-1312.862060546875
1712237665.905749,15616,-1316.748046875
1712237667.1496317,15872,-1317.0340576171875
1712237668.854482,16128,-1310.31201171875
1712237669.9422114,16384,-1310.0379638671875
1712237671.7762978,16640,-1306.302001953125
1712237672.9782834,16896,-1301.739990234375
1712237674.875063,17152,-1301.1080322265625
1712237676.156591,17408,-1298.342041015625
1712237678.0050979,17664,-1293.6080322265625
1712237679.2553525,17920,-1291.7139892578125
1712237681.0905104,18176,-1289.635986328125
1712237682.3287544,18432,-1287.43603515625
1712237684.1385846,18688,-1292.14794921875
1712237685.386493,18944,-1289.748046875
1712237686.9474216,19200,-1289.10400390625
1712237688.1342769,19456,-1287.0999755859375
1712237689.7531016,19712,-1285.947998046875
1712237690.8858402,19968,-1283.9100341796875
1712237692.4692628,20224,-1284.7060546875
1712237693.6103704,20480,-1289.97802734375
1712237695.3881433,20736,-1290.64404296875
1712237696.5442185,20992,-1289.9119873046875
1712237698.2076957,21248,-1288.884033203125
1712237699.9306507,21504,-1288.66796875
1712237701.1973593,21760,-1290.85205078125
1712237702.9077222,22016,-1287.6199951171875
1712237704.1727033,22272,-1285.9959716796875
1712237706.030278,22528,-1284.573974609375
