id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
440a4b95-c7bf-4c5c-87c4-c4dae18ff78b,AUV Path learning for 2d,training the PPO model2d,N/A,2024-05-23 12:52:42,4935.751206159592,0.0218561618091572,0.012468350195755333,"AMD Ryzen 7 5800H with Radeon Graphics/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,SA/Mecca Region,0
