Wall time,Step,Value
1713257880.6319258,600,-3082.0
1713257882.9265184,1600,-2971.240966796875
1713257883.3945065,1900,-2968.41357421875
1713257885.0486963,2500,-2941.622802734375
1713257888.731268,4100,-2917.885009765625
1713257889.048332,4300,-2910.621337890625
1713257889.6806598,4500,-2919.8095703125
1713257889.8475118,4600,-2921.307373046875
1713257890.179873,4800,-2927.28857421875
1713257891.4661787,5400,-2916.314697265625
1713257891.962508,5500,-2914.174072265625
1713257892.275929,5700,-2922.686767578125
1713257894.351279,6600,-2923.5498046875
1713257895.6405077,7200,-2920.581298828125
1713257895.8018806,7300,-2922.80029296875
1713257895.9523432,7400,-2925.110107421875
1713257896.4446669,7500,-2924.529541015625
1713257897.562189,8000,-2923.185791015625
1713257899.2097294,8800,-2927.009765625
1713257901.0014937,9500,-2928.460205078125
1713257902.6247761,10300,-2921.30712890625
1713257903.427731,10600,-2919.967041015625
1713257903.5813606,10700,-2920.69287109375
1713257905.064325,11400,-2922.66845703125
1713257906.211465,11900,-2919.198486328125
1713257908.2617838,12700,-2940.008544921875
1713257909.0466833,13000,-2943.51708984375
1713257909.2360034,13100,-2942.065673828125
1713257911.3218968,14000,-2947.76708984375
1713257911.655657,14200,-2946.417236328125
1713257911.8077881,14300,-2945.975830078125
1713257913.7554722,15100,-2938.894287109375
1713257914.8941023,15600,-2948.588623046875
1713257915.3367534,15900,-2955.25146484375
1713257917.4878168,16800,-2971.110107421875
1713257917.6421528,16900,-2968.735595703125
1713257919.7420888,17800,-2973.139892578125
1713257919.898421,17900,-2972.949951171875
1713257921.0604787,18400,-2980.07568359375
1713257921.741216,18600,-2980.934326171875
1713257921.907064,18700,-2977.911376953125
1713257922.9112988,19100,-2981.639892578125
1713257924.544619,19900,-3002.278564453125
1713257926.6505654,20700,-3006.222900390625
1713257926.787937,20800,-3006.6298828125
1713257926.97469,20900,-3009.49560546875
1713257927.9513817,21300,-3005.317138671875
1713257930.378513,22400,-2997.212890625
1713257932.0438752,23000,-3010.45703125
1713257933.138501,23500,-3009.604248046875
1713257933.618141,23800,-3010.32568359375
1713257936.5204988,25000,-3017.7158203125
1713257937.869512,25600,-3013.875732421875
1713257938.9703224,26100,-3005.512939453125
1713257939.441505,26400,-2993.647216796875
1713257940.4578896,26800,-2977.774169921875
1713257941.472363,27200,-2972.070068359375
1713257941.7848778,27400,-2982.0
1713257946.1413717,29300,-2966.874267578125
1713257947.283015,29800,-2953.3115234375
1713257947.4334307,29900,-2949.352783203125
1713257948.5941622,30400,-2944.934326171875
1713257949.5680275,30800,-2942.3798828125
1713257949.724582,30900,-2941.22998046875
1713257950.3915992,31100,-2949.05859375
1713257952.0053093,31900,-2933.75
1713257952.4833326,32000,-2938.122802734375
1713257953.7803655,32600,-2931.315673828125
1713257953.9423919,32700,-2930.648681640625
1713257954.1346495,32800,-2933.108642578125
1713257954.9803298,33100,-2932.20703125
1713257957.0914237,34000,-2939.090087890625
1713257958.746087,34800,-2945.562744140625
1713257962.3734326,36400,-2987.275634765625
1713257963.321547,36800,-2996.1513671875
1713257964.654389,37400,-3016.15869140625
1713257965.5907807,37800,-3021.914306640625
1713257966.2346992,38000,-3025.722900390625
1713257968.9366167,39200,-3061.904296875
1713257969.0945287,39300,-3059.107177734375
1713257972.6706996,40900,-3099.3798828125
1713257975.74075,42200,-3118.588623046875
1713257975.9369175,42300,-3117.301513671875
1713257976.5640326,42500,-3123.53857421875
1713257977.8848002,43100,-3136.3857421875
1713257979.9930882,44000,-3151.007080078125
