Wall time,Step,Value
1715521073.1325858,7600,-1699.6605224609375
1715521089.659533,17200,-1677.7696533203125
1715521091.402686,18400,-1683.1131591796875
1715521108.9243991,28800,-1494.0538330078125
1715521124.5617406,38000,-1344.9942626953125
1715521169.0959396,63600,-1490.882080078125
1715521175.6144269,67200,-1499.7591552734375
1715521218.690647,92000,-1210.3890380859375
1715521221.6900377,94000,-1205.96923828125
1715521236.5222836,102400,-1173.7313232421875
1715521249.7365606,109600,-1222.3880615234375
1715521275.0564964,123600,-1191.1326904296875
1715521276.5530536,124400,-1195.369140625
1715521281.9254017,127600,-1172.086669921875
1715521355.3165746,168800,-1009.0980224609375
1715521383.665937,184400,-1036.830810546875
1715521392.970948,190000,-937.8761596679688
1715521438.9896736,214800,-918.0949096679688
1715521459.2329693,225600,-939.1605224609375
1715521471.2061346,232000,-914.8119506835938
1715521476.4584055,234800,-893.4871215820312
1715521477.1840699,235200,-888.1145629882812
1715521512.491859,254000,-783.4312133789062
1715521522.2362232,259200,-820.8343505859375
1715521532.8324733,264800,-842.1295166015625
1715521540.1626048,268800,-821.0963134765625
1715521572.4000387,286000,-787.5496215820312
1715521578.1139567,289200,-781.4334106445312
1715521610.0911994,306400,-747.7669067382812
1715521614.8305306,308800,-724.8262939453125
1715521625.0386722,314400,-718.4445190429688
1715521626.403674,315200,-717.9278564453125
1715521637.8051877,321200,-733.0333251953125
1715521642.18633,323600,-716.4088745117188
1715521663.3685887,334800,-712.5856323242188
1715521744.3763845,378400,-603.8292236328125
1715521763.9068713,388800,-593.6980590820312
1715521764.6194112,389200,-577.9999389648438
1715521768.8338647,391600,-578.9691772460938
1715521789.5877857,402400,-602.1231079101562
1715521796.4733927,406000,-595.6698608398438
1715521833.1159155,425600,-579.4705810546875
1715521835.2223313,426800,-583.7833251953125
1715521855.4909334,437600,-565.0772705078125
1715521863.7414758,442000,-540.3064575195312
1715521906.7871375,464800,-503.69708251953125
1715521921.3144872,472400,-526.7000732421875
1715521982.1826036,504800,-454.8113708496094
1715522023.3794746,526800,-426.40179443359375
1715522025.9028757,528000,-428.7751770019531
1715522036.2163131,533600,-441.4465026855469
1715522039.0062864,535200,-445.84222412109375
1715522075.0293062,554400,-418.55010986328125
1715522080.154265,557200,-409.4957275390625
1715522096.639939,566000,-405.04510498046875
1715522105.645873,570800,-395.15826416015625
1715522113.369272,574800,-399.0740051269531
1715522135.812978,586800,-421.0187683105469
1715522144.1294684,591200,-396.73126220703125
1715522154.8588216,596800,-414.0851745605469
1715522178.5363522,609600,-451.3294372558594
1715522200.1960964,621200,-435.5055236816406
1715522212.2526102,627600,-411.1603088378906
1715522224.323449,634000,-402.6849365234375
1715522227.115354,635600,-413.99810791015625
1715522239.8868003,642400,-451.668212890625
1715522266.2455122,656400,-420.2058410644531
1715522304.6181228,676800,-444.32623291015625
1715522318.220392,684000,-442.5247802734375
1715522324.7164226,687600,-416.2683410644531
1715522335.5482616,693200,-391.5328369140625
1715522336.8827531,694000,-388.18243408203125
1715522339.0254145,695200,-389.5393981933594
1715522371.8236413,712800,-406.2679748535156
1715522405.6355543,730800,-406.11431884765625
1715522419.2625186,738000,-400.2010803222656
1715522426.0601625,741600,-379.6513671875
1715522435.6708035,746800,-385.8834228515625
1715522438.0974188,748000,-384.1292724609375
1715522443.8863132,751200,-393.1792297363281
1715522473.726648,767200,-402.2737121582031
1715522486.765996,774000,-395.23822021484375
1715522494.38704,778000,-381.1029968261719
1715522496.5063992,779200,-382.9386291503906
1715522537.3088965,800800,-390.1824645996094
1715522563.1517305,814800,-377.0576171875
1715522593.9412012,831200,-381.59912109375
1715522599.9120848,834400,-394.85125732421875
1715522603.323136,836000,-392.0245056152344
1715522608.1273067,838800,-382.8467712402344
1715522676.1922646,875200,-372.7796936035156
1715522685.448971,880000,-368.17926025390625
1715522694.0803766,884800,-360.70330810546875
1715522709.022035,892800,-373.0549011230469
1715522712.8300939,894800,-376.1275634765625
1715522713.5298576,895200,-373.067138671875
1715522728.0395005,903200,-371.733642578125
1715522732.0423076,905200,-371.02099609375
1715522765.6204531,923200,-353.6633605957031
1715522774.892224,928000,-357.58441162109375
1715522801.109458,942000,-362.947021484375
1715522827.5741632,956000,-362.8248291015625
1715522828.2758718,956400,-360.5439758300781
1715522829.632768,957200,-359.80755615234375
1715522862.6035295,974800,-368.1653137207031
1715522875.486292,981600,-380.6629333496094
1715522876.8146346,982400,-376.3710021972656
1715522880.6340327,984400,-370.02490234375
1715522899.1292343,994400,-353.6564025878906
1715522899.832689,994800,-352.6318359375
1715522907.310705,998800,-369.0057373046875
1715522908.7440054,999600,-370.1481018066406
1715522912.887888,1001600,-365.3973693847656
1715522923.2485306,1007200,-382.5118713378906
1715522934.7370722,1013200,-378.8082580566406
1715522945.7540863,1019200,-378.71539306640625
1715522950.315716,1021600,-372.9900817871094
1715523049.094708,1074400,-351.8902893066406
1715523090.4619408,1096400,-397.0927734375
1715523100.9079542,1102000,-390.67144775390625
1715523127.5139217,1116000,-379.26483154296875
1715523207.3102674,1158800,-408.0464782714844
1715523260.1837091,1187200,-358.90869140625
1715523293.333157,1204800,-367.7832946777344
1715523313.406243,1215600,-345.1729736328125
1715523315.902314,1216800,-335.75927734375
1715523359.1973507,1240000,-332.44061279296875
1715523405.6453629,1264800,-352.5144958496094
1715523432.163231,1278800,-332.2952575683594
1715523457.7164493,1292400,-327.8475036621094
1715523467.9605615,1298000,-338.17376708984375
1715523469.3831778,1298800,-343.6894226074219
1715523470.036797,1299200,-349.9290771484375
1715523513.3098981,1322400,-335.65509033203125
1715523542.943643,1338400,-328.5541687011719
1715523565.532254,1350800,-350.2966613769531
1715523589.4385574,1363600,-346.7952575683594
1715523606.4470935,1372400,-330.3855285644531
1715523620.4110596,1380000,-329.02264404296875
1715523631.779578,1386000,-337.8675231933594
1715523644.0045125,1392400,-330.6944274902344
1715523733.9531314,1440400,-315.5504455566406
1715523746.663172,1447600,-322.78228759765625
1715523748.4031975,1448400,-320.7809753417969
1715523774.9212487,1462800,-336.3915710449219
1715523785.6654816,1468400,-320.7999267578125
1715523827.497797,1490800,-344.6129150390625
1715523830.6124992,1492400,-339.5218200683594
1715523838.803925,1496800,-350.4252624511719
1715523877.647707,1517600,-342.17840576171875
1715523893.579351,1526000,-301.0758972167969
1715523897.300393,1528000,-301.07501220703125
1715523898.722819,1528800,-301.2010803222656
1715523906.3941026,1532800,-305.072265625
1715523930.4890063,1546000,-307.29656982421875
1715523977.630044,1571600,-300.6668395996094
1715523997.9903963,1582800,-313.9563293457031
1715524019.3950522,1594000,-312.01947021484375
1715524048.2745564,1609200,-323.3553161621094
1715524056.5931222,1613600,-321.6519775390625
1715524058.7204747,1614800,-331.23834228515625
1715524101.7428641,1637600,-357.262939453125
1715524105.3475106,1639600,-366.5727844238281
1715524113.8949487,1644000,-360.2776794433594
1715524168.028135,1673200,-373.62750244140625
1715524176.9879997,1678000,-357.9259033203125
1715524178.411422,1678800,-351.1281433105469
1715524183.1420128,1681200,-358.1573181152344
1715524201.6004276,1691200,-334.9049072265625
1715524205.6612654,1693200,-325.4776306152344
1715524207.749418,1694400,-321.8942565917969
1715524228.6538699,1705600,-335.8730163574219
1715524230.7508028,1706800,-341.6656494140625
