Wall time,Step,Value
1713771330.5276487,1900,-871.9370727539062
1713771332.0350707,2500,-912.683837890625
1713771335.44904,4100,-928.8126831054688
1713771335.7524192,4300,-931.7258911132812
1713771336.5344033,4600,-962.748046875
1713771338.9045348,5700,-1027.60693359375
1713771342.169319,7200,-1015.808349609375
1713771342.9482524,7500,-1028.1014404296875
1713771347.257463,9500,-1039.492919921875
1713771349.7051518,10700,-1059.6395263671875
1713771354.0333028,12700,-1084.26025390625
1713771360.3327968,15600,-1039.817626953125
1713771360.808778,15900,-1051.11181640625
1713771362.7938743,16800,-1027.5997314453125
1713771366.2086303,18400,-992.0150146484375
1713771366.8173227,18600,-983.3347778320312
1713771376.4924595,23000,-879.0146484375
1713771377.5463324,23500,-843.1478881835938
1713771380.8340778,25000,-833.5628662109375
1713771382.082503,25600,-860.87890625
1713771383.1854193,26100,-860.9317626953125
1713771384.5567172,26800,-903.2533569335938
1713771385.8152187,27400,-911.9457397460938
1713771393.462115,30900,-1028.783935546875
1713771394.0869925,31100,-1054.024169921875
1713771395.6155057,31900,-1145.734619140625
1713771400.4428773,34000,-1417.0577392578125
1713771401.9965632,34800,-1508.6629638671875
1713771406.4122932,36800,-1591.6976318359375
1713771418.2099304,42200,-1727.3878173828125
1713771418.3692665,42300,-1729.848388671875
1713771422.283554,44000,-1623.999755859375
1713771422.7619588,44300,-1611.0728759765625
1713771423.5463858,44600,-1583.8404541015625
1713771426.8500304,46100,-1487.131103515625
1713771427.3079605,46400,-1471.5457763671875
1713771427.7542677,46500,-1460.3343505859375
1713771429.932479,47500,-1403.3687744140625
1713771433.79674,49400,-1300.6864013671875
1713771438.6139126,51500,-1186.8619384765625
1713771442.163615,53200,-1073.231689453125
1713771443.2238832,53700,-1071.6458740234375
1713771448.9625459,56400,-1035.721435546875
1713771451.1288347,57400,-1015.5828857421875
1713771452.6726284,58000,-984.4913330078125
1713771454.1518614,58700,-985.9547729492188
1713771454.2938874,58800,-982.427001953125
1713771461.7224803,62100,-930.752197265625
1713771462.0331192,62300,-927.2985229492188
1713771464.7958007,63500,-893.40283203125
1713771466.1936438,64200,-923.4844360351562
1713771466.3273268,64300,-923.467041015625
1713771466.9500175,64500,-920.9783935546875
1713771467.4276955,64800,-918.100341796875
1713771468.04473,65000,-902.5902709960938
1713771470.6191037,66200,-859.4786987304688
1713771472.7797472,67200,-874.4720458984375
1713771482.2197893,71500,-881.514404296875
1713771483.9104414,72300,-905.7978515625
1713771485.8338182,73100,-912.2686767578125
1713771487.8420382,74000,-891.7841186523438
1713771490.495325,75300,-878.3190307617188
1713771491.453915,75700,-869.6992797851562
1713771493.5462897,76600,-814.8493041992188
1713771494.4763865,77000,-804.106689453125
1713771494.8080738,77200,-797.6522216796875
1713771495.1109846,77400,-778.9357299804688
1713771497.0981412,78100,-737.0859985351562
1713771498.3267374,78600,-724.482421875
1713771498.706894,78800,-710.9544677734375
1713771499.9029665,79300,-692.4218139648438
1713771500.5851648,79500,-677.8199462890625
1713771501.2325273,79900,-654.2100830078125
1713771502.1934528,80300,-638.7410888671875
1713771503.4164152,80900,-638.9469604492188
1713771503.894096,81000,-642.0087890625
1713771508.8779583,83300,-576.937744140625
1713771509.8434415,83700,-566.9021606445312
1713771517.3302507,87000,-556.444091796875
1713771518.7155871,87700,-547.2214965820312
1713771519.9836981,88300,-552.5805053710938
1713771523.1366541,89700,-573.6594848632812
1713771524.1308253,90100,-583.9127807617188
1713771525.5811014,90800,-591.64697265625
1713771526.2494516,91000,-584.45849609375
1713771527.906508,91800,-602.8350219726562
1713771531.1841562,93200,-605.63916015625
1713771531.3444037,93300,-601.6151123046875
1713771533.6381094,94300,-589.7225952148438
1713771534.4380448,94600,-588.4861450195312
1713771536.4773817,95500,-577.7366943359375
1713771538.1621594,96300,-565.4384155273438
1713771540.493668,97200,-581.1597290039062
1713771540.650933,97300,-591.9053344726562
1713771541.9235232,97900,-595.32275390625
1713771542.3831391,98000,-591.819091796875
1713771543.5025332,98500,-589.3340454101562
1713771547.2658904,100300,-589.6338500976562
1713771548.0671241,100600,-586.8761596679688
1713771550.1107092,101500,-572.3259887695312
1713771556.7070575,104500,-571.4985961914062
1713771559.400825,105800,-591.862548828125
1713771560.6749523,106400,-590.8031005859375
1713771561.4568734,106700,-583.7476806640625
1713771561.76267,106900,-578.439208984375
1713771562.7098432,107300,-561.9716796875
1713771563.9339442,107900,-564.3236083984375
1713771565.0476165,108400,-577.7457885742188
1713771567.2454407,109400,-558.7920532226562
1713771568.8221366,110000,-573.458984375
1713771569.9527378,110500,-594.8789672851562
1713771572.1333473,111500,-600.9993896484375
1713771581.2553773,115700,-634.05908203125
1713771582.167613,116100,-632.1708984375
1713771582.3264194,116200,-635.9180297851562
1713771582.4843159,116300,-637.0321655273438
1713771586.5746617,118100,-649.2149047851562
1713771589.2134573,119400,-627.8353271484375
1713771592.185042,120700,-598.38916015625
1713771597.771195,123300,-585.5388793945312
1713771600.569796,124500,-590.5448608398438
1713771602.9033349,125600,-559.612548828125
1713771603.3689954,125900,-559.4503784179688
1713771604.1523979,126200,-560.01904296875
1713771608.5805619,128200,-549.887939453125
1713771609.8449147,128800,-578.1864013671875
1713771611.5476327,129500,-590.1063232421875
1713771612.80957,130100,-562.2914428710938
1713771616.2702918,131700,-566.7672729492188
1713771617.0594566,132000,-575.5753784179688
1713771619.414786,133100,-605.5491333007812
1713771619.8615284,133400,-598.6369018554688
1713771620.6791732,133700,-593.6815185546875
1713771620.835003,133800,-588.9381103515625
1713771631.5277712,138600,-592.206298828125
1713771631.9975417,138900,-588.4530029296875
1713771632.7695644,139200,-598.4132080078125
1713771632.9321845,139300,-596.2863159179688
1713771637.9259377,141500,-613.2428588867188
1713771640.407639,142700,-590.3543701171875
1713771642.581612,143700,-572.9110717773438
1713771643.540309,144100,-569.7923583984375
1713771649.090848,146600,-607.7879638671875
1713771649.25022,146700,-611.2494506835938
1713771651.6128235,147800,-590.0382690429688
1713771653.4996748,148600,-563.490234375
1713771654.431759,149000,-561.38525390625
1713771654.7427597,149200,-553.7510375976562
1713771661.6517653,152400,-601.806640625
1713771662.5854945,152800,-613.1341552734375
1713771668.1403186,155300,-635.4594116210938
1713771671.6233103,156900,-629.873291015625
1713771672.078418,157000,-627.6762084960938
1713771675.3771467,158500,-619.5463256835938
1713771676.0177317,158900,-605.6435546875
1713771679.7356007,160500,-580.417724609375
1713771679.9186068,160600,-585.122802734375
1713771684.6523006,162800,-547.9141235351562
1713771685.7376974,163300,-541.6720581054688
1713771686.8175347,163800,-549.5460205078125
1713771687.6154783,164100,-554.0584716796875
1713771688.6951103,164600,-559.897705078125
1713771689.1764522,164900,-566.4677734375
1713771692.0052555,166100,-550.1652221679688
1713771693.5555654,166900,-563.7000122070312
1713771695.3296938,167600,-576.3931274414062
1713771696.7232194,168300,-576.170166015625
1713771698.8078709,169200,-579.9303588867188
1713771699.757822,169600,-583.382568359375
1713771700.0673873,169800,-584.6854858398438
1713771700.6861298,170000,-584.7484130859375
1713771701.182808,170300,-590.5597534179688
1713771702.9214578,171000,-604.29248046875
1713771704.6292174,171900,-594.6021118164062
1713771706.8097036,172900,-566.2088012695312
1713771707.7309816,173300,-563.4007568359375
1713771708.3551433,173500,-562.5245971679688
1713771708.8278346,173800,-571.6581420898438
1713771709.9094803,174300,-562.1822509765625
1713771710.7110827,174600,-556.3543090820312
1713771710.8528214,174700,-556.5697021484375
1713771715.2554135,176700,-542.1546630859375
1713771717.2779398,177600,-517.2244873046875
1713771718.5328681,178200,-513.0533447265625
1713771719.9137878,178900,-504.06695556640625
1713771720.3708,179000,-504.37890625
1713771722.1047018,179900,-520.150390625
1713771723.8378155,180600,-514.8666381835938
1713771728.3628004,182700,-504.5968322753906
1713771729.2903488,183100,-511.27606201171875
1713771731.502427,184100,-497.12225341796875
1713771732.4466655,184500,-494.511962890625
1713771734.1863017,185400,-499.1833190917969
1713771737.2046027,186700,-480.4542541503906
1713771738.0146165,187000,-481.3028869628906
1713771739.35167,187600,-486.5581359863281
1713771739.6770353,187800,-486.8265686035156
1713771747.142471,191200,-494.100830078125
