Wall time,Step,Value
1715166872.6827667,7600,-1182.642333984375
1715166883.5358267,17200,-966.6397705078125
1715166884.6395328,18400,-976.4981689453125
1715166891.0236619,22800,-1043.7581787109375
1715166895.9809065,28800,-1042.2847900390625
1715166898.7095969,30000,-990.8872680664062
1715166908.4281552,38000,-869.80712890625
1715166942.138999,62400,-910.9241943359375
1715166942.9961,63600,-912.243896484375
1715166946.0526335,67200,-876.5630493164062
1715166976.3211455,92000,-760.63671875
1715166980.811499,94000,-765.5940551757812
1715166991.1011372,102400,-725.7959594726562
1715166992.9464839,104400,-724.1304931640625
1715166995.2359822,107200,-724.170166015625
1715166999.929609,109600,-724.5344848632812
1715167015.041946,123600,-707.2050170898438
1715167015.8676877,124400,-706.839599609375
1715167021.1243434,127600,-654.6280517578125
1715167033.9152813,139200,-646.4019775390625
1715167045.2266538,147200,-643.6910400390625
1715167073.2071242,168800,-637.48486328125
1715167073.5062335,169200,-638.5169677734375
1715167083.1529298,177200,-560.8488159179688
1715167092.1047242,184400,-596.2160034179688
1715167098.481531,190000,-598.1734008789062
1715167126.30973,214800,-482.7311706542969
1715167140.8508646,225600,-463.1319274902344
1715167148.1698337,232000,-454.4092712402344
1715167151.6119225,234800,-448.2364196777344
1715167151.9191027,235200,-439.35943603515625
1715167166.2551823,248400,-451.5704650878906
1715167174.4695725,254000,-412.29644775390625
1715167180.190464,257200,-403.6999816894531
1715167182.0004358,259200,-404.1656494140625
1715167182.851941,260000,-398.7557373046875
1715167188.6596587,264800,-418.5838928222656
1715167193.5442293,268800,-414.8208312988281
1715167214.698481,286000,-381.9302978515625
1715167220.0061896,289200,-396.2497253417969
1715167222.7301977,292400,-399.8531188964844
1715167233.904087,302800,-371.4041442871094
1715167238.417053,306400,-380.3108215332031
1715167240.7544925,308000,-373.8623352050781
1715167241.3171034,308800,-372.3653869628906
1715167245.934439,314400,-361.7587585449219
1715167247.9305985,315200,-356.4756164550781
1715167251.4482188,318000,-349.6741027832031
1715167254.0050015,321200,-395.29345703125
1715167255.9470851,323600,-393.9739685058594
1715167270.3363986,334800,-336.41357421875
1715167302.4632068,364000,-320.49945068359375
